animal_id,species,breed,age_years,weight_kg,sex,visit_id,visit_date,presenting_complaint,body_system,diagnosis,severity,treatment_type,treatment_detail,outcome
ANM11625,Cat,Domestic Shorthair,17.0,5.6,FS,VIS11625,2023-05-22,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM04326,Dog,Labrador Retriever,10.3,30.5,F,VIS04326,2024-02-23,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM04182,Dog,German Shepherd,5.5,24.6,FS,VIS04182,2023-02-27,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM06254,Dog,German Shepherd,9.1,25.8,MN,VIS06254,2024-03-26,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
ANM08244,Cat,Persian,7.4,5.1,FS,VIS08244,2024-06-07,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM02947,Dog,French Bulldog,9.4,11.1,FS,VIS02947,2027-04-27,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM02688,Dog,Yorkshire Terrier,15.2,3.2,MN,VIS02688,2024-09-29,"coughing, nasal discharge",Musculoskeletal,Fracture,mild,Medication,Insulin glargine,recovered
ANM13399,Cat,Maine Coon,12.9,6.9,FS,VIS13399,2023-08-10,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM08860,Cat,DSH,18.1,4.9,MN,VIS08860,2023-10-22,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM02954,Dog,Chihuahua,15.0,2.7,MN,VIS02954,2023-08-02,"exercise intolerance, coughing, syncope",Cardiovascular,Myxomatous Mitral Valve Disease (MMVD),moderate,Medication,"Pimobendan, ACE inhibitors, diuretics (furosemide)",chronic management
ANM03151,Dog,Chihuahua,11.8,2.0,MN,VIS03151,2023-06-12,"diarrhoea, vomiting",Musculoskeletal,Fracture,moderate,Medication,Insulin glargine,recovered
ANM13488,Cat,British Shorthair,2.1,4.2,FS,VIS13488,2023-09-06,"weight gain, increased thirst, increased urination",GI,Obesity and Type II Diabetes,moderate,Medication,"Strict caloric restriction, high-protein/low-carb diet, insulin glargine",chronic management
ANM05123,Dog,German Shepherd,5.6,22.1,FS,VIS05123,2023-04-12,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM08671,Cat,Maine Coon,10.6,5.1,FS,VIS08671,2023-04-19,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM12794,Cat,Domestic Shorthair,6.5,3.3,FS,VIS12794,2023-09-22,"reduced jumping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"Meloxicam (low dose), gabapentin, frunevetmab (Solensia)",chronic management
ANM02324,Dog,Yorkshire Terrier,13.5,4.0,M,VIS02324,2023-05-01,"honking cough, respiratory distress",Respiratory,Tracheal collapse,severe,Medication,"Antitussives (butorphanol), weight management",recovered
ANM09599,Cat,Maine Coon,13.9,9.0,MN,VIS09599,2024-03-01,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),mild,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM11216,Cat,Persian,15.5,3.6,MN,VIS11216,2023-08-15,"weight loss, vomiting, increased thirst",Urinary,Polycystic Kidney Disease (PKD),severe,Medication,"Symptomatic management (fluids, antiemetics, blood pressure control)",chronic management
ANM00608,Dog,Chihuahua,1.1,2.8,M,VIS00608,2023-10-15,"vomiting, anorexia",GI,Foreign body ingestion,severe,Surgery,"Exploratory laparotomy, endoscopic removal",recovered
ANM14746,Cat,Domestic Shorthair,18.0,4.0,FS,VIS14746,2023-05-14,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM04335,Dog,Labrador Retriever,8.3,35.2,F,VIS04335,2023-06-01,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM06162,Dog,Labrador Retriever,1.8,34.4,M,VIS06162,2024-10-22,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
ANM14978,Cat,Domestic Shorthair,5.2,5.3,MN,VIS14978,2024-06-19,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM09436,Cat,Domestic Shorthair,2.1,5.3,F,VIS09436,2024-09-26,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM05438,Dog,Yorkshire Terrier,8.1,3.9,FS,VIS05438,2024-04-21,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, bland diet, fluids",recovered
ANM01302,Dog,Labrador Retriever,10.5,35.4,MN,VIS01302,2023-10-20,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM02609,Dog,Labrador Retriever,13.4,27.8,M,VIS02609,2024-08-10,"frequent urination, straining",Urinary,Urinary tract infection,mild,Medication,Antibiotics (amoxicillin-clavulanate),recovered
ANM05535,Dog,Labrador Retriever,7.9,26.1,M,VIS05535,2023-07-17,"frequent urination, straining",Urinary,Urinary tract infection,moderate,Medication,Antibiotics (amoxicillin-clavulanate),recovered
ANM01467,Dog,Labrador Retriever,10.4,33.9,MN,VIS01467,2024-12-05,"hindlimb lameness, difficulty rising",Musculoskeletal,Hip dysplasia,severe,Medication,"NSAIDs (carprofen), weight management, joint supplements",chronic management
ANM09927,Cat,Siamese,12.5,3.8,MN,VIS09927,2023-08-27,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),severe,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM13534,Cat,Domestic Shorthair,14.5,3.5,MN,VIS13534,2023-02-21,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM00290,Dog,Labrador Retriever,12.1,34.9,MN,VIS00290,2024-11-16,"hindlimb lameness, difficulty rising",Musculoskeletal,Hip dysplasia,severe,Medication,"NSAIDs (carprofen), weight management, joint supplements",chronic management
ANM14658,Cat,Persian,8.4,4.4,MN,VIS14658,2023-04-18,"eye squinting, discharge, corneal pigmentation",Ophthalmology,Corneal ulcer / Sequestrum,severe,Surgery,"Topical ophthalmic antibiotics, lubricants, superficial keratectomy",recovered
ANM11877,Cat,Domestic Shorthair,16.2,4.9,M,VIS11877,2023-11-07,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM03167,Dog,Beagle,9.6,9.6,MN,VIS03167,2023-07-24,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM12380,Cat,British Shorthair,9.2,6.2,MN,VIS12380,2023-09-14,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM14840,Cat,Maine Coon,14.8,5.2,F,VIS14840,2023-04-19,"exercise intolerance, open-mouth breathing, sudden collapse",Cardiovascular,Hypertrophic cardiomyopathy (HCM),moderate,Medication,"Diuretics (furosemide), ACE inhibitors (benazepril), clopidogrel",chronic management
ANM12718,Cat,Domestic Shorthair,17.0,4.5,FS,VIS12718,2023-03-13,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM00223,Dog,French Bulldog,7.6,11.8,MN,VIS00223,2024-07-13,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),severe,Surgery,"Staphylectomy, nares resection",recovered
ANM09718,Cat,Persian,1.7,4.5,MN,VIS09718,2024-08-26,"eye squinting, discharge, corneal pigmentation",Musculoskeletal,Fracture,moderate,Medication,Insulin glargine,recovered
ANM07171,Dog,French Bulldog,7.3,11.1,MN,VIS07171,2023-11-22,"scratching, skin lesions",Dermatology,Pyoderma,moderate,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM05797,Dog,Beagle,6.7,11.0,MN,VIS05797,2024-05-21,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM14403,Cat,Domestic Shorthair,19.9,3.2,M,VIS14403,2023-09-29,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM11198,Cat,Domestic Shorthair,20.0,4.0,FS,VIS11198,2023-12-02,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM07690,Dog,Labrador Retriever,11.5,30.3,F,VIS07690,2024-12-11,"eye discharge, redness",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM10319,Cat,Domestic Shorthair,7.5,4.3,FS,VIS10319,2023-09-11,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM02739,Dog,Labrador Retriever,10.5,33.7,MN,VIS02739,2023-03-16,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM09405,Cat,British Shorthair,2.8,7.5,MN,VIS09405,2023-04-06,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM08717,Cat,Domestic Shorthair,5.3,3.2,MN,VIS08717,2024-02-25,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM01512,Dog,French Bulldog,4.8,10.5,F,VIS01512,2024-03-07,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM09812,Cat,Persian,2.6,3.5,F,VIS09812,2024-09-01,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM09696,Cat,Domestic Shorthair,19.8,4.4,F,VIS09696,2024-03-28,"lethargy, vaginal discharge, anorexia",Reproductive,Pyometra,severe,Surgery,Ovariohysterectomy,recovered
ANM10425,Cat,Domestic Shorthair,4.5,3.8,M,VIS10425,2023-06-05,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM08701,Cat,Persian,1.0,4.9,FS,VIS08701,2024-03-01,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),mild,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM13217,Cat,Domestic Shorthair,3.6,4.1,F,VIS13217,2023-09-20,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),moderate,Medication,"Pain relief, urinary diet, fluids",chronic management
ANM13393,Cat,Persian,12.3,5.2,MN,VIS13393,2024-04-28,"weight loss, vomiting, increased thirst",Urinary,Polycystic Kidney Disease (PKD),moderate,Medication,"Symptomatic management (fluids, antiemetics, blood pressure control)",chronic management
ANM02272,Dog,Yorkshire Terrier,12.7,3.9,MN,VIS02272,2023-03-04,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM00130,Dog,Labrador Retriever,13.5,28.7,MN,VIS00130,2024-04-12,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM01064,Dog,Chihuahua,3.1,1.8,MN,VIS01064,2024-04-30,"bad breath, difficulty eating, pawing at mouth",Dental,Severe dental disease,mild,Surgery,"Prophylactic dentals, extractions",recovered
ANM02075,Dog,Labrador Retriever,5.2,29.3,MN,VIS02075,2024-09-12,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM08589,Cat,Maine Coon,5.5,6.3,MN,VIS08589,2023-02-21,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),severe,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",recovered
ANM04536,Dog,Labrador Retriever,13.1,35.3,FS,VIS04536,2023-04-29,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
ANM00809,Dog,French Bulldog,9.5,10.6,MN,VIS00809,2023-04-02,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM03109,Dog,Yorkshire Terrier,7.5,2.5,FS,VIS03109,2024-07-30,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM00257,Dog,Chihuahua,8.1,2.9,F,VIS00257,2023-11-17,"intermittent skipping gait, hindlimb lameness",Musculoskeletal,Patellar luxation,severe,Surgery,"Trochleoplasty, tibial crest transposition",recovered
ANM06403,Dog,Labrador Retriever,5.0,26.8,MN,VIS06403,2023-10-25,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
ANM14303,Cat,Domestic Shorthair,12.3,4.3,M,VIS14303,2024-07-07,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),moderate,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",recovered
ANM12733,Cat,Domestic Shorthair,18.2,3.7,M,VIS12733,2023-07-04,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM11412,Cat,Maine Coon,6.8,4.4,MN,VIS11412,2024-06-05,"wheezing, coughing, laboured breathing",Urinary,Polycystic Kidney Disease (PKD),moderate,Medication,"Inhaled fluticasone via spacer, oral prednisolone, bronchodilators",chronic management
ANM00995,Dog,French Bulldog,4.7,13.0,F,VIS00995,2023-04-13,"eye discharge, redness",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM14124,Cat,Maine Coon,1.8,9.0,F,VIS14124,2023-10-18,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM11425,Cat,Domestic Shorthair,15.6,5.7,F,VIS11425,2023-09-18,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM09847,Cat,Domestic Shorthair,19.8,5.4,FS,VIS09847,2023-02-24,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM13714,Cat,Maine Coon,6.9,8.9,FS,VIS13714,2024-03-18,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM13194,Cat,Persian,5.7,3.7,MN,VIS13194,2024-12-24,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM00957,Dog,German Shepherd,10.1,33.9,FS,VIS00957,2023-07-26,"scratching, skin lesions",Dermatology,Pyoderma,moderate,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM12297,Cat,Maine Coon,2.3,5.1,F,VIS12297,2023-08-28,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM06752,Dog,French Bulldog,4.0,8.1,M,VIS06752,2023-02-11,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM14880,Cat,Maine Coon,11.0,9.8,FS,VIS14880,2024-04-02,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM07082,Dog,French Bulldog,4.1,8.5,M,VIS07082,2023-01-25,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM01222,Dog,Beagle,14.6,9.7,FS,VIS01222,2024-02-23,"vomiting, anorexia",GI,Foreign body ingestion,severe,Surgery,"Exploratory laparotomy, endoscopic removal",referred
ANM05580,Dog,Yorkshire Terrier,14.5,3.5,F,VIS05580,2023-01-03,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM06633,Dog,German Shepherd,6.0,23.6,FS,VIS06633,2023-08-03,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM06343,Dog,French Bulldog,3.8,13.5,M,VIS06343,2023-07-04,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM13869,Cat,Domestic Shorthair,7.7,4.8,FS,VIS13869,2023-09-11,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM02913,Dog,Chihuahua,12.6,2.0,FS,VIS02913,2024-02-24,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM02798,Dog,Labrador Retriever,10.3,35.5,MN,VIS02798,2023-02-23,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,,chronic management
ANM12338,Cat,Domestic Shorthair,10.2,4.2,MN,VIS12338,2023-01-14,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM02404,Dog,Labrador Retriever,1.1,28.7,M,VIS02404,2024-03-11,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM12415,Cat,Persian,10.4,4.3,FS,VIS12415,2024-02-22,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM07183,Dog,German Shepherd,10.6,35.9,FS,VIS07183,2024-07-24,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM04841,Dog,Labrador Retriever,3.4,27.0,F,VIS04841,2024-02-25,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM01638,Dog,Yorkshire Terrier,7.8,3.2,FS,VIS01638,2024-05-03,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM05943,Dog,Chihuahua,11.8,1.9,FS,VIS05943,2024-12-30,"exercise intolerance, coughing, syncope",Cardiovascular,Myxomatous Mitral Valve Disease (MMVD),severe,Medication,"Pimobendan, ACE inhibitors, diuretics (furosemide)",chronic management
ANM12006,Cat,British Shorthair,7.3,5.7,FS,VIS12006,2024-10-07,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),moderate,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",chronic management
ANM08861,Cat,British Shorthair,8.6,6.9,FS,VIS08861,2023-07-27,"weight gain, increased thirst, increased urination",GI,Obesity and Type II Diabetes,moderate,Medication,"Strict caloric restriction, high-protein/low-carb diet, insulin glargine",chronic management
ANM09244,Cat,Domestic Shorthair,2.8,5.6,M,VIS09244,2023-09-19,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM09628,Cat,Domestic Shorthair,3.4,4.6,M,VIS09628,2024-08-03,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM07599,Dog,German Shepherd,11.1,32.6,FS,VIS07599,2024-01-02,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM01330,Dog,French Bulldog,3.7,8.6,FS,VIS01330,2024-01-06,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM03789,Dog,Yorkshire Terrier,15.8,2.7,FS,VIS03789,2024-07-01,"exercise intolerance, coughing",Cardiovascular,Heart murmur (unspecified),moderate,Medication,"Monitoring, pimobendan if progressive",chronic management
ANM07283,Dog,Chihuahua,11.5,1.5,FS,VIS07283,2023-03-16,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM10789,Cat,Maine Coon,13.2,8.6,MN,VIS10789,2024-01-01,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM05412,Dog,German Shepherd,7.0,31.6,MN,VIS05412,2023-04-07,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM10888,Cat,Persian,9.4,4.5,FS,VIS10888,2024-07-07,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM06549,Dog,Labrador Retriever,10.2,25.4,FS,VIS06549,2023-06-08,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM09198,Cat,Persian,12.7,4.3,FS,VIS09198,2023-01-14,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM10163,Cat,Maine Coon,9.3,9.3,MN,VIS10163,2024-01-30,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM10348,Cat,Persian,5.1,3.4,FS,VIS10348,2023-03-27,"weight loss, vomiting, increased thirst",Urinary,Polycystic Kidney Disease (PKD),moderate,Medication,"Symptomatic management (fluids, antiemetics, blood pressure control)",chronic management
ANM05646,Dog,German Shepherd,5.7,28.3,FS,VIS05646,2024-06-12,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM01105,Dog,Labrador Retriever,13.5,32.4,MN,VIS01105,2024-02-21,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM05976,Dog,French Bulldog,6.5,11.2,MN,VIS05976,2024-05-04,"vomiting, anorexia",GI,Foreign body ingestion,severe,Surgery,"Exploratory laparotomy, endoscopic removal",referred
ANM04614,Dog,Labrador Retriever,7.8,27.4,M,VIS04614,2024-03-01,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM07524,Dog,German Shepherd,11.3,28.9,MN,VIS07524,2024-02-08,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM00936,Dog,Labrador Retriever,12.1,26.6,MN,VIS00936,2023-03-22,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM08990,Cat,Persian,12.0,4.0,MN,VIS08990,2024-05-16,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM08032,Cat,Maine Coon,1.4,8.4,MN,VIS08032,2023-12-06,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM13007,Cat,Domestic Shorthair,9.2,5.0,FS,VIS13007,2024-06-18,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM12940,Cat,British Shorthair,15.1,5.1,MN,VIS12940,2024-04-13,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM05262,Dog,German Shepherd,12.4,25.9,FS,VIS05262,2024-12-01,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM09524,Cat,British Shorthair,7.5,7.8,MN,VIS09524,2024-07-01,"exercise intolerance, open-mouth breathing",Cardiovascular,Hypertrophic cardiomyopathy (HCM),moderate,Medication,"Beta-blockers (atenolol) or diltiazem, regular echo monitoring",chronic management
ANM04939,Dog,Labrador Retriever,7.7,29.0,FS,VIS04939,2023-10-19,"frequent urination, straining",Urinary,Urinary tract infection,mild,Medication,Antibiotics (amoxicillin-clavulanate),recovered
ANM09548,Cat,Domestic Shorthair,13.1,4.4,FS,VIS09548,2023-11-24,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM12555,Cat,Domestic Shorthair,18.4,3.7,MN,VIS12555,2023-10-08,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM04570,Dog,German Shepherd,3.4,31.3,MN,VIS04570,2020-06-17,"scratching, skin lesions",Dermatology,Pyoderma,moderate,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM10992,Cat,Domestic Shorthair,6.8,5.4,FS,VIS10992,2024-03-12,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM08516,Cat,Persian,6.8,4.0,MN,VIS08516,2024-04-09,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),mild,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM03173,Dog,Labrador Retriever,12.5,28.2,MN,VIS03173,2023-10-01,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM03117,Dog,German Shepherd,7.6,27.4,F,VIS03117,2024-02-27,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM12229,Cat,Domestic Shorthair,14.1,5.6,FS,VIS12229,2024-11-01,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM11297,Cat,Persian,3.7,3.9,MN,VIS11297,2023-03-22,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM04105,Dog,Chihuahua,12.0,1.6,F,VIS04105,2024-04-22,"frequent urination, straining",Urinary,Urinary tract infection,mild,Medication,Antibiotics (amoxicillin-clavulanate),recovered
ANM09779,Cat,Persian,8.7,3.8,MN,VIS09779,2024-09-13,"reduced jumping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"Meloxicam (low dose), gabapentin, frunevetmab (Solensia)",chronic management
ANM04036,Dog,Beagle,10.9,10.2,FS,VIS04036,2024-01-18,"frequent urination, straining",Urinary,Urinary tract infection,mild,Medication,Antibiotics (amoxicillin-clavulanate),recovered
ANM05987,Dog,Chihuahua,10.0,1.9,MN,VIS05987,2024-10-04,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM03356,Dog,French Bulldog,7.8,9.9,FS,VIS03356,2023-10-03,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
